,rate,DateTime,KWH,meters
35844,Std,2013-11-25 02:00:00.0000000,631.4990009,4088
35845,Std,2013-11-25 02:30:00.0000000,584.4679997,4088
35846,Std,2013-11-25 03:00:00.0000000,559.1800007,4088
35847,Std,2013-11-25 03:30:00.0000000,538.8580002,4088
35848,Std,2013-11-25 04:00:00.0000000,526.1650002,4088
35849,Std,2013-11-25 04:30:00.0000000,523.2249997,4088
35850,Std,2013-11-25 05:00:00.0000000,524.8480002,4088
35851,Std,2013-11-25 05:30:00.0000000,557.8060002,4088
35852,Std,2013-11-25 06:00:00.0000000,610.5139995,4088
35853,Std,2013-11-25 06:30:00.0000000,704.0319998,4088
35854,Std,2013-11-25 07:00:00.0000000,813.8190009,4088
35855,Std,2013-11-25 07:30:00.0000000,980.8560002,4088
35856,Std,2013-11-25 08:00:00.0000000,1061.7779997,4088
35857,Std,2013-11-25 08:30:00.0000000,1043.839,4088
35858,Std,2013-11-25 09:00:00.0000000,991.6750001,4088
35859,Std,2013-11-25 09:30:00.0000000,957.1909997,4088
35860,Std,2013-11-25 10:00:00.0000000,946.113,4088
35861,Std,2013-11-25 10:30:00.0000000,949.8329999,4088
35862,Std,2013-11-25 11:00:00.0000000,921.5220002,4088
35863,Std,2013-11-25 11:30:00.0000000,923.8320008,4087
35864,Std,2013-11-25 12:00:00.0000000,932.8189988,4067
35865,Std,2013-11-25 12:30:00.0000000,953.0859998,4087
35866,Std,2013-11-25 13:00:00.0000000,957.0999996,4087
35867,Std,2013-11-25 13:30:00.0000000,951.747999,4087
35868,Std,2013-11-25 14:00:00.0000000,940.0299989,4087
35869,Std,2013-11-25 14:30:00.0000000,935.7720002,4088
35870,Std,2013-11-25 15:00:00.0000000,962.1579995,4088
35871,Std,2013-11-25 15:30:00.0000000,1006.2600002,4088
35872,Std,2013-11-25 16:00:00.0000000,1089.5310006,4088
35873,Std,2013-11-25 16:30:00.0000000,1227.292,4088
35874,Std,2013-11-25 17:00:00.0000000,1357.1839994,4088
35875,Std,2013-11-25 17:30:00.0000000,1493.6829979,4088
35876,Std,2013-11-25 18:00:00.0000000,1581.9490004,4088
35877,Std,2013-11-25 18:30:00.0000000,1616.6610002,4088
35878,Std,2013-11-25 19:00:00.0000000,1646.0990002,4088
35879,Std,2013-11-25 19:30:00.0000000,1630.3009999,4088
35880,Std,2013-11-25 20:00:00.0000000,1591.5979998,4088
35881,Std,2013-11-25 20:30:00.0000000,1548.422999,4087
35882,Std,2013-11-25 21:00:00.0000000,1495.7010002,4087
35883,Std,2013-11-25 21:30:00.0000000,1447.2790001,4087
35884,Std,2013-11-25 22:00:00.0000000,1367.4199999,4087
35885,Std,2013-11-25 22:30:00.0000000,1227.262001,4087
35886,Std,2013-11-25 23:00:00.0000000,1103.1599992,4087
35887,Std,2013-11-25 23:30:00.0000000,945.5280007,4087
35888,Std,2013-11-26 00:00:00.0000000,935.5529985000001,4087
35889,Std,2013-11-26 00:30:00.0000000,832.6879997,4080
35890,Std,2013-11-26 01:00:00.0000000,743.1899997,4080
35891,Std,2013-11-26 01:30:00.0000000,665.2150002,4080
35892,Std,2013-11-26 02:00:00.0000000,609.0760002,4080
35893,Std,2013-11-26 02:30:00.0000000,576.2129992,4080
35894,Std,2013-11-26 03:00:00.0000000,552.3400005,4080
35895,Std,2013-11-26 03:30:00.0000000,537.5249993,4080
35896,Std,2013-11-26 04:00:00.0000000,524.7429998,4080
35897,Std,2013-11-26 04:30:00.0000000,530.4100005,4080
35898,Std,2013-11-26 05:00:00.0000000,537.9810001,4080
35899,Std,2013-11-26 05:30:00.0000000,568.1759997,4080
35900,Std,2013-11-26 06:00:00.0000000,622.1709998,4080
35901,Std,2013-11-26 06:30:00.0000000,717.1810003,4080
35902,Std,2013-11-26 07:00:00.0000000,831.6310002,4080
35903,Std,2013-11-26 07:30:00.0000000,982.4449993,4080
35904,Std,2013-11-26 08:00:00.0000000,1058.3560014,4080
35905,Std,2013-11-26 08:30:00.0000000,1030.018999,4080
35906,Std,2013-11-26 09:00:00.0000000,993.4659991,4079
35907,Std,2013-11-26 09:30:00.0000000,940.7590001,4078
35908,Std,2013-11-26 10:00:00.0000000,923.4819991,4078
35909,Std,2013-11-26 10:30:00.0000000,911.4590003,4078
35910,Std,2013-11-26 11:00:00.0000000,890.0479996,4079
35911,Std,2013-11-26 11:30:00.0000000,858.0350002,4079
35912,Std,2013-11-26 12:00:00.0000000,860.7750006,4079
35913,Std,2013-11-26 12:30:00.0000000,880.9010011,4080
35914,Std,2013-11-26 13:00:00.0000000,895.3329991,4080
35915,Std,2013-11-26 13:30:00.0000000,914.8429999,4080
35916,Std,2013-11-26 14:00:00.0000000,928.1940003,4080
35917,Std,2013-11-26 14:30:00.0000000,909.9739998,4080
35918,Std,2013-11-26 15:00:00.0000000,908.5560003,4080
35919,Std,2013-11-26 15:30:00.0000000,936.6789984,4080
35920,Std,2013-11-26 16:00:00.0000000,1061.897,4080
35921,Std,2013-11-26 16:30:00.0000000,1208.5139991,4080
35922,Std,2013-11-26 17:00:00.0000000,1355.0120002,4080
35923,Std,2013-11-26 17:30:00.0000000,1454.0490008,4080
35924,Std,2013-11-26 18:00:00.0000000,1528.5419999,4080
35925,Std,2013-11-26 18:30:00.0000000,1561.4579996,4080
35926,Std,2013-11-26 19:00:00.0000000,1583.3190014,4080
35927,Std,2013-11-26 19:30:00.0000000,1572.7580007,4080
35928,Std,2013-11-26 20:00:00.0000000,1528.199001,4080
35929,Std,2013-11-26 20:30:00.0000000,1489.7659992,4079
35930,Std,2013-11-26 21:00:00.0000000,1449.4779998,4079
35931,Std,2013-11-26 21:30:00.0000000,1414.3690009,4079
35932,Std,2013-11-26 22:00:00.0000000,1318.941,4079
35933,Std,2013-11-26 22:30:00.0000000,1234.3750008,4079
35934,Std,2013-11-26 23:00:00.0000000,1100.8889996,4078
35935,Std,2013-11-26 23:30:00.0000000,950.0300005,4078
35936,Std,2013-11-27 00:00:00.0000000,1919.7039988,8156
35937,Std,2013-11-27 00:30:00.0000000,848.3919985,4079
35938,Std,2013-11-27 01:00:00.0000000,744.0399993,4079
35939,Std,2013-11-27 01:30:00.0000000,668.8920002,4079
35940,Std,2013-11-27 02:00:00.0000000,602.0400004,4079
35941,Std,2013-11-27 02:30:00.0000000,569.1250008,4079
35942,Std,2013-11-27 03:00:00.0000000,540.328,4079
35943,Std,2013-11-27 03:30:00.0000000,519.7460001,4080
35944,Std,2013-11-27 04:00:00.0000000,512.6800002,4080
35945,Std,2013-11-27 04:30:00.0000000,514.6600001,4080
35946,Std,2013-11-27 05:00:00.0000000,516.8350003,4080
35947,Std,2013-11-27 05:30:00.0000000,552.0579992,4080
35948,Std,2013-11-27 06:00:00.0000000,602.8550004,4080
35949,Std,2013-11-27 06:30:00.0000000,700.1530003,4079
35950,Std,2013-11-27 07:00:00.0000000,828.4679994,4080
35951,Std,2013-11-27 07:30:00.0000000,968.7870006,4080
35952,Std,2013-11-27 08:00:00.0000000,1060.705,4080
35953,Std,2013-11-27 08:30:00.0000000,1080.7209999,4078
35954,Std,2013-11-27 09:00:00.0000000,1033.8599989,4079
35955,Std,2013-11-27 09:30:00.0000000,1000.3429998,4080
35956,Std,2013-11-27 10:00:00.0000000,967.087999,4080
35957,Std,2013-11-27 10:30:00.0000000,957.5320005,4080
35958,Std,2013-11-27 11:00:00.0000000,928.2370004,4075
35959,Std,2013-11-27 11:30:00.0000000,907.6149996,4080
35960,Std,2013-11-27 12:00:00.0000000,902.4209994,4080
35961,Std,2013-11-27 12:30:00.0000000,929.716,4080
35962,Std,2013-11-27 13:00:00.0000000,914.6800001,4080
35963,Std,2013-11-27 13:30:00.0000000,891.7800001,4080
35964,Std,2013-11-27 14:00:00.0000000,883.2410004,4080
35965,Std,2013-11-27 14:30:00.0000000,887.907001,4080
35966,Std,2013-11-27 15:00:00.0000000,887.6000007,4079
35967,Std,2013-11-27 15:30:00.0000000,918.8619998,4080
35968,Std,2013-11-27 16:00:00.0000000,1013.0470005,4080
35969,Std,2013-11-27 16:30:00.0000000,1193.6320006,4080
35970,Std,2013-11-27 17:00:00.0000000,1304.5209992,4080
35971,Std,2013-11-27 17:30:00.0000000,1433.0119999,4079
35972,Std,2013-11-27 18:00:00.0000000,1475.7589998,4080
35973,Std,2013-11-27 18:30:00.0000000,1493.8499997,4080
35974,Std,2013-11-27 19:00:00.0000000,1528.2399991,4080
35975,Std,2013-11-27 19:30:00.0000000,1525.5850004,4080
35976,Std,2013-11-27 20:00:00.0000000,1501.9939993,4080
35977,Std,2013-11-27 20:30:00.0000000,1457.1550001,4079
35978,Std,2013-11-27 21:00:00.0000000,1418.797,4076
35979,Std,2013-11-27 21:30:00.0000000,1341.2379995000001,4079
35980,Std,2013-11-27 22:00:00.0000000,1262.9380015,4079
35981,Std,2013-11-27 22:30:00.0000000,1184.7939995,4079
35982,Std,2013-11-27 23:00:00.0000000,1075.2959997,4079
35983,Std,2013-11-27 23:30:00.0000000,910.9839994,4079
35984,Std,2013-11-28 00:00:00.0000000,929.0620004,4077
35985,Std,2013-11-28 00:30:00.0000000,824.2070003,4082
35986,Std,2013-11-28 01:00:00.0000000,717.004,4082
35987,Std,2013-11-28 01:30:00.0000000,648.9439999,4082
35988,Std,2013-11-28 02:00:00.0000000,584.0959995,4081
35989,Std,2013-11-28 02:30:00.0000000,550.0319998,4082
35990,Std,2013-11-28 03:00:00.0000000,517.8980003,4082
35991,Std,2013-11-28 03:30:00.0000000,500.0440004,4082
35992,Std,2013-11-28 04:00:00.0000000,485.1029995,4082
35993,Std,2013-11-28 04:30:00.0000000,496.1730005,4082
35994,Std,2013-11-28 05:00:00.0000000,502.6190001,4083
35995,Std,2013-11-28 05:30:00.0000000,537.6449996,4083
35996,Std,2013-11-28 06:00:00.0000000,584.4609997,4082
35997,Std,2013-11-28 06:30:00.0000000,681.2119997,4083
35998,Std,2013-11-28 07:00:00.0000000,786.1540004,4083
35999,Std,2013-11-28 07:30:00.0000000,946.6129994,4083
36000,Std,2013-11-28 08:00:00.0000000,1037.5790009,4083
36001,Std,2013-11-28 08:30:00.0000000,1051.8590002,4083
36002,Std,2013-11-28 09:00:00.0000000,985.6590002,4083
36003,Std,2013-11-28 09:30:00.0000000,977.3040001,4083
36004,Std,2013-11-28 10:00:00.0000000,969.1249999,4082
36005,Std,2013-11-28 10:30:00.0000000,957.2529997,4083
36006,Std,2013-11-28 11:00:00.0000000,931.0459992,4083
36007,Std,2013-11-28 11:30:00.0000000,903.8209993,4082
36008,Std,2013-11-28 12:00:00.0000000,903.3610001,4082
36009,Std,2013-11-28 12:30:00.0000000,902.4759994,4083
36010,Std,2013-11-28 13:00:00.0000000,914.2359994,4083
36011,Std,2013-11-28 13:30:00.0000000,935.6820004,4083
36012,Std,2013-11-28 14:00:00.0000000,885.7500005,4083
36013,Std,2013-11-28 14:30:00.0000000,872.9840003,4083
36014,Std,2013-11-28 15:00:00.0000000,909.2209997,4084
36015,Std,2013-11-28 15:30:00.0000000,939.9540004,4084
36016,Std,2013-11-28 16:00:00.0000000,1002.6579999,4084
36017,Std,2013-11-28 16:30:00.0000000,1159.7159994,4084
36018,Std,2013-11-28 17:00:00.0000000,1288.2199997,4084
36019,Std,2013-11-28 17:30:00.0000000,1380.6729998,4084
36020,Std,2013-11-28 18:00:00.0000000,1423.9440006,4084
36021,Std,2013-11-28 18:30:00.0000000,1455.0529994,4084
36022,Std,2013-11-28 19:00:00.0000000,1489.0369999,4084
36023,Std,2013-11-28 19:30:00.0000000,1487.1160009,4084
36024,Std,2013-11-28 20:00:00.0000000,1446.325001,4084
36025,Std,2013-11-28 20:30:00.0000000,1419.3920003,4083
36026,Std,2013-11-28 21:00:00.0000000,1367.9050009,4083
36027,Std,2013-11-28 21:30:00.0000000,1322.2569989,4082
36028,Std,2013-11-28 22:00:00.0000000,1256.8020007,4083
36029,Std,2013-11-28 22:30:00.0000000,1159.4880002,4061
36030,Std,2013-11-28 23:00:00.0000000,1042.6660006,4081
36031,Std,2013-11-28 23:30:00.0000000,920.694,4081
36032,Std,2013-11-29 00:00:00.0000000,940.9709993,4080
36033,Std,2013-11-29 00:30:00.0000000,824.5849989,4078
36034,Std,2013-11-29 01:00:00.0000000,713.957999,4081
36035,Std,2013-11-29 01:30:00.0000000,631.4569992,4081
36036,Std,2013-11-29 02:00:00.0000000,578.9540007,4081
36037,Std,2013-11-29 02:30:00.0000000,549.1789996,4081
36038,Std,2013-11-29 03:00:00.0000000,509.2149996,4081
36039,Std,2013-11-29 03:30:00.0000000,500.294,4081
36040,Std,2013-11-29 04:00:00.0000000,483.7429997,4081
36041,Std,2013-11-29 04:30:00.0000000,484.324,4081
36042,Std,2013-11-29 05:00:00.0000000,501.7290002,4081
36043,Std,2013-11-29 05:30:00.0000000,540.0210005,4081
36044,Std,2013-11-29 06:00:00.0000000,588.1059999,4081
36045,Std,2013-11-29 06:30:00.0000000,671.1449993,4081
36046,Std,2013-11-29 07:00:00.0000000,772.4619995,4080
36047,Std,2013-11-29 07:30:00.0000000,929.8960007,4081
36048,Std,2013-11-29 08:00:00.0000000,1006.2250005,4081
36049,Std,2013-11-29 08:30:00.0000000,1017.4880003,4081
36050,Std,2013-11-29 09:00:00.0000000,986.7209997,4081
36051,Std,2013-11-29 09:30:00.0000000,945.8670002,4081
36052,Std,2013-11-29 10:00:00.0000000,919.9529999,4081
36053,Std,2013-11-29 10:30:00.0000000,899.4219995,4081
36054,Std,2013-11-29 11:00:00.0000000,874.3859999,4081
36055,Std,2013-11-29 11:30:00.0000000,853.4440007,4081
36056,Std,2013-11-29 12:00:00.0000000,852.0590001,4080
36057,Std,2013-11-29 12:30:00.0000000,877.2029997,4080
36058,Std,2013-11-29 13:00:00.0000000,874.9200006,4081
36059,Std,2013-11-29 13:30:00.0000000,895.4130002,4081
36060,Std,2013-11-29 14:00:00.0000000,945.2020001,4081
36061,Std,2013-11-29 14:30:00.0000000,965.2269994,4081
36062,Std,2013-11-29 15:00:00.0000000,965.7599996,4081
36063,Std,2013-11-29 15:30:00.0000000,984.9150002,4081
36064,Std,2013-11-29 16:00:00.0000000,1056.9220001,4080
36065,Std,2013-11-29 16:30:00.0000000,1161.027,4081
36066,Std,2013-11-29 17:00:00.0000000,1294.1270005,4081
36067,Std,2013-11-29 17:30:00.0000000,1392.0300006,4081
36068,Std,2013-11-29 18:00:00.0000000,1456.9460005,4081
36069,Std,2013-11-29 18:30:00.0000000,1492.597,4081
36070,Std,2013-11-29 19:00:00.0000000,1473.51,4062
36071,Std,2013-11-29 19:30:00.0000000,1457.2189984,4078
36072,Std,2013-11-29 20:00:00.0000000,1425.6419996,4078
36073,Std,2013-11-29 20:30:00.0000000,1400.3040007,4077
36074,Std,2013-11-29 21:00:00.0000000,1346.3999995,4077
36075,Std,2013-11-29 21:30:00.0000000,1302.2179996,4077
36076,Std,2013-11-29 22:00:00.0000000,1237.2219994,4080
36077,Std,2013-11-29 22:30:00.0000000,1156.7309998,4080
36078,Std,2013-11-29 23:00:00.0000000,1078.8470001,4080
36079,Std,2013-11-29 23:30:00.0000000,953.4860005,4080
36080,Std,2013-11-30 00:00:00.0000000,999.2199995,4080
36081,Std,2013-11-30 00:30:00.0000000,883.3859997,4075
36082,Std,2013-11-30 01:00:00.0000000,786.2919999,4075
36083,Std,2013-11-30 01:30:00.0000000,704.0329997,4075
36084,Std,2013-11-30 02:00:00.0000000,630.7690006,4075
36085,Std,2013-11-30 02:30:00.0000000,577.3729998,4075
36086,Std,2013-11-30 03:00:00.0000000,551.3300004,4075
36087,Std,2013-11-30 03:30:00.0000000,524.9819995,4075
36088,Std,2013-11-30 04:00:00.0000000,514.0699997,4075
36089,Std,2013-11-30 04:30:00.0000000,526.9139996,4075
36090,Std,2013-11-30 05:00:00.0000000,533.0260005,4075
36091,Std,2013-11-30 05:30:00.0000000,551.8630003,4075
36092,Std,2013-11-30 06:00:00.0000000,568.8050002,4075
36093,Std,2013-11-30 06:30:00.0000000,624.2320005,4075
36094,Std,2013-11-30 07:00:00.0000000,645.362,4073
36095,Std,2013-11-30 07:30:00.0000000,744.867,4069
36096,Std,2013-11-30 08:00:00.0000000,862.5710003,4075
36097,Std,2013-11-30 08:30:00.0000000,962.274,4075
36098,Std,2013-11-30 09:00:00.0000000,988.0019991,4075
36099,Std,2013-11-30 09:30:00.0000000,1037.0580009,4075
36100,Std,2013-11-30 10:00:00.0000000,1069.7180009,4075
36101,Std,2013-11-30 10:30:00.0000000,1074.6210002,4075
36102,Std,2013-11-30 11:00:00.0000000,1085.6139995,4075
36103,Std,2013-11-30 11:30:00.0000000,1081.4119994,4075
36104,Std,2013-11-30 12:00:00.0000000,1050.4829994,4075
36105,Std,2013-11-30 12:30:00.0000000,1044.7990003,4073
36106,Std,2013-11-30 13:00:00.0000000,1039.6699996,4075
36107,Std,2013-11-30 13:30:00.0000000,1055.6159991,4075
36108,Std,2013-11-30 14:00:00.0000000,1031.1849994,4075
36109,Std,2013-11-30 14:30:00.0000000,1014.691001,4075
36110,Std,2013-11-30 15:00:00.0000000,1021.8829995,4075
36111,Std,2013-11-30 15:30:00.0000000,1061.8070004,4075
36112,Std,2013-11-30 16:00:00.0000000,1142.5820004,4074
36113,Std,2013-11-30 16:30:00.0000000,1233.4459997,4075
36114,Std,2013-11-30 17:00:00.0000000,1353.5659981,4075
36115,Std,2013-11-30 17:30:00.0000000,1435.099001,4075
36116,Std,2013-11-30 18:00:00.0000000,1473.9289992,4075
36117,Std,2013-11-30 18:30:00.0000000,1518.2459996,4075
36118,Std,2013-11-30 19:00:00.0000000,1544.352001,4075
36119,Std,2013-11-30 19:30:00.0000000,1502.5060002,4074
36120,Std,2013-11-30 20:00:00.0000000,1455.1040001,4074
36121,Std,2013-11-30 20:30:00.0000000,1408.0200005,4073
36122,Std,2013-11-30 21:00:00.0000000,1335.9300001,4073
36123,Std,2013-11-30 21:30:00.0000000,1294.6979999,4073
36124,Std,2013-11-30 22:00:00.0000000,1244.3250005,4073
36125,Std,2013-11-30 22:30:00.0000000,1192.0589991,4073
36126,Std,2013-11-30 23:00:00.0000000,1092.7470012,4074
36127,Std,2013-11-30 23:30:00.0000000,971.6739996,4074
36128,Std,2013-12-01 00:00:00.0000000,1017.0830004,4074
36129,Std,2013-12-01 00:30:00.0000000,932.1819989,4080
36130,Std,2013-12-01 01:00:00.0000000,822.1769992,4080
36131,Std,2013-12-01 01:30:00.0000000,726.4060001,4080
36132,Std,2013-12-01 02:00:00.0000000,664.5519993,4080
36133,Std,2013-12-01 02:30:00.0000000,617.6990004,4080
36134,Std,2013-12-01 03:00:00.0000000,574.482,4080
36135,Std,2013-12-01 03:30:00.0000000,548.902,4080
36136,Std,2013-12-01 04:00:00.0000000,531.1239998,4080
36137,Std,2013-12-01 04:30:00.0000000,529.9339998,4080
36138,Std,2013-12-01 05:00:00.0000000,529.9840006,4080
36139,Std,2013-12-01 05:30:00.0000000,541.0559995,4080
36140,Std,2013-12-01 06:00:00.0000000,553.5799995,4080
36141,Std,2013-12-01 06:30:00.0000000,606.648001,4080
36142,Std,2013-12-01 07:00:00.0000000,626.5799999,4080
36143,Std,2013-12-01 07:30:00.0000000,688.1410002,4079
36144,Std,2013-12-01 08:00:00.0000000,797.8009994,4080
36145,Std,2013-12-01 08:30:00.0000000,920.0130004,4080
36146,Std,2013-12-01 09:00:00.0000000,1039.4329993,4079
36147,Std,2013-12-01 09:30:00.0000000,1075.9770012,4079
36148,Std,2013-12-01 10:00:00.0000000,1113.8120008,4079
36149,Std,2013-12-01 10:30:00.0000000,1138.2939989,4079
36150,Std,2013-12-01 11:00:00.0000000,1144.6510006,4079
36151,Std,2013-12-01 11:30:00.0000000,1141.0219999,4078
36152,Std,2013-12-01 12:00:00.0000000,1189.0479989,4079
36153,Std,2013-12-01 12:30:00.0000000,1203.0770005,4079
36154,Std,2013-12-01 13:00:00.0000000,1224.2319996,4079
36155,Std,2013-12-01 13:30:00.0000000,1232.4140008,4079
36156,Std,2013-12-01 14:00:00.0000000,1212.7420015,4078
36157,Std,2013-12-01 14:30:00.0000000,1188.5639995,4079
36158,Std,2013-12-01 15:00:00.0000000,1148.0760013,4079
36159,Std,2013-12-01 15:30:00.0000000,1181.5249999,4079
36160,Std,2013-12-01 16:00:00.0000000,1238.1590003,4079
36161,Std,2013-12-01 16:30:00.0000000,1380.001,4079
36162,Std,2013-12-01 17:00:00.0000000,1514.9839995,4077
36163,Std,2013-12-01 17:30:00.0000000,1573.1090009,4079
36164,Std,2013-12-01 18:00:00.0000000,1579.7809996,4080
36165,Std,2013-12-01 18:30:00.0000000,1637.4720002,4080
36166,Std,2013-12-01 19:00:00.0000000,1648.0730008,4080
36167,Std,2013-12-01 19:30:00.0000000,1596.1369997,4080
36168,Std,2013-12-01 20:00:00.0000000,1537.355001,4080
36169,Std,2013-12-01 20:30:00.0000000,1491.3719984,4079
36170,Std,2013-12-01 21:00:00.0000000,1420.8080002,4079
36171,Std,2013-12-01 21:30:00.0000000,1358.7219986,4079
36172,Std,2013-12-01 22:00:00.0000000,1301.4289996,4079
36173,Std,2013-12-01 22:30:00.0000000,1200.7940002,4079
36174,Std,2013-12-01 23:00:00.0000000,1066.6749999,4079
36175,Std,2013-12-01 23:30:00.0000000,913.2220005,4079
36176,Std,2013-12-02 00:00:00.0000000,919.8419994,4079
36177,Std,2013-12-02 00:30:00.0000000,813.1659998,4079
36178,Std,2013-12-02 01:00:00.0000000,710.7570001,4079
36179,Std,2013-12-02 01:30:00.0000000,634.4510003,4079
36180,Std,2013-12-02 02:00:00.0000000,580.1020003,4079
36181,Std,2013-12-02 02:30:00.0000000,551.6210004,4079
36182,Std,2013-12-02 03:00:00.0000000,520.553,4079
36183,Std,2013-12-02 03:30:00.0000000,501.9570003,4079
36184,Std,2013-12-02 04:00:00.0000000,493.0239999,4079
36185,Std,2013-12-02 04:30:00.0000000,486.9459994,4079
36186,Std,2013-12-02 05:00:00.0000000,495.9780002,4079
36187,Std,2013-12-02 05:30:00.0000000,530.2879999,4079
36188,Std,2013-12-02 06:00:00.0000000,572.5170003,4079
36189,Std,2013-12-02 06:30:00.0000000,668.6720006,4079
36190,Std,2013-12-02 07:00:00.0000000,779.1100002,4079
36191,Std,2013-12-02 07:30:00.0000000,934.4419996,4079
36192,Std,2013-12-02 08:00:00.0000000,1012.3529996,4078
36193,Std,2013-12-02 08:30:00.0000000,1005.9380011,4078
36194,Std,2013-12-02 09:00:00.0000000,964.8030001,4078
36195,Std,2013-12-02 09:30:00.0000000,926.1429997,4079
36196,Std,2013-12-02 10:00:00.0000000,927.0340003,4079
36197,Std,2013-12-02 10:30:00.0000000,915.1160003,4079
36198,Std,2013-12-02 11:00:00.0000000,896.1499998,4079
36199,Std,2013-12-02 11:30:00.0000000,877.4579989,4079
36200,Std,2013-12-02 12:00:00.0000000,898.7830007,4079
36201,Std,2013-12-02 12:30:00.0000000,942.3099998,4079
36202,Std,2013-12-02 13:00:00.0000000,926.2680012,4079
36203,Std,2013-12-02 13:30:00.0000000,906.7240007,4079
36204,Std,2013-12-02 14:00:00.0000000,912.3710005,4079
36205,Std,2013-12-02 14:30:00.0000000,925.015,4079
36206,Std,2013-12-02 15:00:00.0000000,917.7689999,4079
36207,Std,2013-12-02 15:30:00.0000000,955.3479995,4078
36208,Std,2013-12-02 16:00:00.0000000,1041.0439999,4079
36209,Std,2013-12-02 16:30:00.0000000,1203.7890003,4078
36210,Std,2013-12-02 17:00:00.0000000,1329.9319998,4078
36211,Std,2013-12-02 17:30:00.0000000,1458.6959988,4079
36212,Std,2013-12-02 18:00:00.0000000,1506.6269992,4079
36213,Std,2013-12-02 18:30:00.0000000,1539.9189987,4079
36214,Std,2013-12-02 19:00:00.0000000,1570.2109997,4079
36215,Std,2013-12-02 19:30:00.0000000,1570.3370005,4076
36216,Std,2013-12-02 20:00:00.0000000,1547.3919985,4079
36217,Std,2013-12-02 20:30:00.0000000,1506.0250005,4040
36218,Std,2013-12-02 21:00:00.0000000,1443.434,4077
36219,Std,2013-12-02 21:30:00.0000000,1397.7329981,4077
36220,Std,2013-12-02 22:00:00.0000000,1307.7379991,4077
36221,Std,2013-12-02 22:30:00.0000000,1225.1429992,4077
36222,Std,2013-12-02 23:00:00.0000000,1091.7060007,4078
36223,Std,2013-12-02 23:30:00.0000000,943.005,4078
36224,Std,2013-12-03 00:00:00.0000000,936.3840007,4077
36225,Std,2013-12-03 00:30:00.0000000,813.1540007,4077
36226,Std,2013-12-03 01:00:00.0000000,719.7489996,4078
36227,Std,2013-12-03 01:30:00.0000000,651.7909996,4078
36228,Std,2013-12-03 02:00:00.0000000,578.2759997,4078
36229,Std,2013-12-03 02:30:00.0000000,545.8969999,4078
36230,Std,2013-12-03 03:00:00.0000000,520.9279997,4078
36231,Std,2013-12-03 03:30:00.0000000,508.0820001,4078
36232,Std,2013-12-03 04:00:00.0000000,501.3170005,4078
36233,Std,2013-12-03 04:30:00.0000000,496.8149998,4078
36234,Std,2013-12-03 05:00:00.0000000,504.3379999,4078
36235,Std,2013-12-03 05:30:00.0000000,553.1729992,4078
36236,Std,2013-12-03 06:00:00.0000000,593.0109999,4078
36237,Std,2013-12-03 06:30:00.0000000,675.0789995,4078
36238,Std,2013-12-03 07:00:00.0000000,792.1100001,4078
36239,Std,2013-12-03 07:30:00.0000000,969.0720012,4078
36240,Std,2013-12-03 08:00:00.0000000,1074.8729991,4078
36241,Std,2013-12-03 08:30:00.0000000,1053.3310003,4078
36242,Std,2013-12-03 09:00:00.0000000,1002.8359991,4078
36243,Std,2013-12-03 09:30:00.0000000,963.8910008,4078
36244,Std,2013-12-03 10:00:00.0000000,930.6699989,4078
36245,Std,2013-12-03 10:30:00.0000000,922.0600005,4077
36246,Std,2013-12-03 11:00:00.0000000,906.6869985,4076
36247,Std,2013-12-03 11:30:00.0000000,897.4610004,4075
36248,Std,2013-12-03 12:00:00.0000000,899.6199993,4076
36249,Std,2013-12-03 12:30:00.0000000,911.5030003,4076
36250,Std,2013-12-03 13:00:00.0000000,920.5760003,4076
36251,Std,2013-12-03 13:30:00.0000000,947.6930017,4076
36252,Std,2013-12-03 14:00:00.0000000,952.8949981,4076
36253,Std,2013-12-03 14:30:00.0000000,942.0999999000001,4076
36254,Std,2013-12-03 15:00:00.0000000,957.1080004,4075
36255,Std,2013-12-03 15:30:00.0000000,996.3689995,4078
36256,Std,2013-12-03 16:00:00.0000000,1105.9099999,4078
36257,Std,2013-12-03 16:30:00.0000000,1238.9539992,4077
36258,Std,2013-12-03 17:00:00.0000000,1352.8879992,4078
36259,Std,2013-12-03 17:30:00.0000000,1462.5780004,4078
36260,Std,2013-12-03 18:00:00.0000000,1521.9130002,4078
36261,Std,2013-12-03 18:30:00.0000000,1557.4469991,4078
36262,Std,2013-12-03 19:00:00.0000000,1570.7549993,4078
36263,Std,2013-12-03 19:30:00.0000000,1556.6790021,4078
36264,Std,2013-12-03 20:00:00.0000000,1514.3499997,4078
36265,Std,2013-12-03 20:30:00.0000000,1475.8420001,4077
36266,Std,2013-12-03 21:00:00.0000000,1451.8000004,4077
36267,Std,2013-12-03 21:30:00.0000000,1389.6309994,4077
36268,Std,2013-12-03 22:00:00.0000000,1312.8859992,4077
36269,Std,2013-12-03 22:30:00.0000000,1242.8209991,4077
36270,Std,2013-12-03 23:00:00.0000000,1095.2829993,4077
36271,Std,2013-12-03 23:30:00.0000000,948.2269998,4077
36272,Std,2013-12-04 00:00:00.0000000,960.8280001,4077
36273,Std,2013-12-04 00:30:00.0000000,848.1930001,4078
36274,Std,2013-12-04 01:00:00.0000000,740.7520007,4078
36275,Std,2013-12-04 01:30:00.0000000,667.2070002,4078
36276,Std,2013-12-04 02:00:00.0000000,611.609999,4078
